grid_id,weight
1,0.000394438
71,0.00101039
141,0.00101039
211,0.000615952
281,0
351,0
421,0
491,0
561,0
631,0
701,0.000282664
771,0.001337703
841,0.003421037
911,0.006632747
981,0.013216596
1051,0.023200564
1121,0.027738715
1191,0.022521602
1261,0.016807307
1331,0.024141164
1401,0.031396963
1471,0.03763577
1541,0.026959544
1611,0.018846035
1681,0.006385096
1751,0.003149263
1821,0.005188294
1891,0.005188294
1961,0.006112676
2031,0.009803142
2101,0.00967227
2171,0.008771057
2241,0.016563186
2311,0.02867479
2381,0.050683793
2451,0.041437555
2521,0.052242618
2591,0.035700563
2661,0.03268319
2731,0.023115752
2801,0.02056566
2871,0.021281237
2941,0.010015346
3011,0.009787659
3081,0.007638889
3151,0.005555556
3221,0.001388889
3291,0
3361,0
3431,0
3501,0
3571,0
3641,0
3711,0
3781,0
3851,0.000132908
3921,0.000177211
3991,0.000199362
4061,6.65E-05
4131,0.000173942
4201,0.000151791
4271,0.000303582
4341,0.000227687
4411,0.000227687
4481,7.59E-05
4551,4.43E-05
4621,4.43E-05
4691,4.43E-05
4761,0
4831,0
2,0.000394438
72,0.001120129
142,0.001229868
212,0.00083543
282,0.000316508
352,0.00022892
422,0.00022892
492,2.22E-05
562,0
632,0
702,0.006587641
772,0.015674189
842,0.024701966
912,0.025775366
982,0.026693704
1052,0.03115473
1122,0.03415097
1192,0.037104722
1262,0.0434328
1332,0.04844549
1402,0.041471697
1472,0.031901553
1542,0.020987183
1612,0.015784359
1682,0.007057389
1752,0.005341318
1822,0.0074025
1892,0.006642619
1962,0.007612321
2032,0.01613129
2102,0.018149186
2172,0.019067526
2242,0.026870111
2312,0.03273172
2382,0.049682286
2452,0.03371006
2522,0.043191668
2592,0.025676517
2662,0.025600405
2732,0.0201445
2802,0.023681944
2872,0.024103165
2942,0.013521411
3012,0.00839877
3082,0.005555556
3152,0.004166667
3222,0.001388889
3292,0.000694444
3362,0
3432,0
3502,0
3572,0
3642,4.43E-05
3712,4.43E-05
3782,4.43E-05
3852,6.65E-05
3922,8.86E-05
3992,0.000110757
4062,4.43E-05
4132,9.80E-05
4202,9.80E-05
4272,0.000173942
4342,0.000173942
4412,0.000151791
4482,7.59E-05
4552,2.22E-05
4622,2.22E-05
4692,2.22E-05
4762,0
4832,0
3,0.003248112
73,0.002584914
143,0.001611812
213,0.001206915
283,0.000753429
353,0.000359793
423,0.000294356
493,0.000175176
563,0.000153024
633,0.00022892
703,0.012143198
773,0.025450157
843,0.03648537
913,0.034856886
983,0.0302968
1053,0.031538706
1123,0.033687476
1193,0.043466493
1263,0.054478478
1333,0.056171957
1403,0.040632654
1473,0.02523475
1543,0.016360424
1613,0.01419916
1683,0.00920616
1753,0.006914824
1823,0.00817284
1893,0.010082015
1963,0.016509226
2033,0.029856695
2103,0.02775121
2173,0.023113994
2243,0.030452074
2313,0.03284146
2383,0.050289135
2453,0.027935022
2523,0.036093183
2593,0.015325286
2663,0.018080696
2733,0.013687733
2803,0.023639893
2873,0.02400737
2943,0.017180502
3013,0.008420922
3083,0.009180802
3153,0.012111604
3223,0.009409722
3293,0.005112183
3363,7.59E-05
3433,0
3503,0
3573,0
3643,4.43E-05
3713,4.43E-05
3783,4.43E-05
3853,0
3923,0
3993,2.22E-05
4063,2.22E-05
4133,2.22E-05
4203,2.22E-05
4273,2.22E-05
4343,9.80E-05
4413,7.59E-05
4483,7.59E-05
4553,0
4623,0
4693,0
4763,0
4833,0
4,0.011925753
74,0.010624453
144,0.007004447
214,0.00367479
284,0.001212502
354,0.000927587
424,0.001212502
494,0.001027885
564,0.000743988
634,0.001781292
704,0.018574873
774,0.03610224
844,0.04567267
914,0.04113848
984,0.03027465
1054,0.031549167
1124,0.032938056
1194,0.04826115
1264,0.05705418
1334,0.053885546
1404,0.03259335
1474,0.017189728
1544,0.011898384
1614,0.013614456
1684,0.013591287
1754,0.013990141
1824,0.015746292
1894,0.017677618
1964,0.019188957
2034,0.031236142
2104,0.03401288
2174,0.032294776
2244,0.03329425
2314,0.022834321
2384,0.037352215
2454,0.023047538
2524,0.035246734
2594,0.015435025
2664,0.013115086
2734,0.00427054
2804,0.01423541
2874,0.017813364
2944,0.017324084
3014,0.010569691
3084,0.013478342
3154,0.017114049
3224,0.014498521
3294,0.007423202
3364,0.000922131
3434,0
3504,0
3574,0
3644,4.43E-05
3714,4.43E-05
3784,4.43E-05
3854,0
3924,0
3994,0
4064,0
4134,0
4204,2.22E-05
4274,2.22E-05
4344,2.22E-05
4414,0
4484,0
4554,0
4624,0
4694,0
4764,0
4834,0
5,0.012132522
75,0.012761531
145,0.011875
215,0.008469447
285,0.005157524
355,0.003236657
425,0.003959511
495,0.002628783
565,0.001257822
635,0.004063494
705,0.014868602
775,0.024266416
845,0.026205858
915,0.02779101
985,0.035771567
1055,0.05030473
1125,0.052333083
1195,0.051517908
1265,0.044612948
1335,0.041086987
1405,0.02868001
1475,0.024050066
1545,0.023683824
1615,0.025530769
1685,0.022532493
1755,0.016008038
1825,0.013401213
1895,0.014703531
1965,0.016213853
2035,0.022705482
2105,0.027421841
2175,0.027984396
2245,0.03246655
2315,0.020837342
2385,0.03134036
2455,0.025227688
2525,0.036027532
2595,0.022117725
2665,0.014881913
2735,0.005809832
2805,0.011913065
2875,0.021297647
2945,0.024573559
3015,0.019099334
3085,0.01916477
3155,0.019967722
3225,0.018046638
3295,0.007499098
3365,0.001616576
3435,0
3505,0
3575,0
3645,6.65E-05
3715,6.65E-05
3785,6.65E-05
3855,0
3925,0
3995,0
4065,0
4135,0.000164501
4205,0.000164501
4275,0.000164501
4345,0
4415,0
4485,0
4555,0
4625,0
4695,0
4765,0
4835,0
6,0.014291752
76,0.016255904
146,0.020034175
216,0.014555748
286,0.009767349
356,0.005251154
426,0.007450486
496,0.006249396
566,0.003366081
636,0.007418685
706,0.012604035
776,0.017126272
846,0.016258724
916,0.020621656
986,0.038269453
1056,0.060423773
1126,0.06961381
1196,0.06352696
1266,0.047241714
1336,0.041480623
1406,0.0316984
1476,0.028282171
1546,0.026374012
1616,0.02609434
1686,0.023747226
1756,0.016540017
1826,0.012587588
1896,0.009744374
1966,0.005709598
2036,0.006721567
2106,0.015702639
2176,0.025565177
2246,0.034954503
2316,0.023652261
2386,0.022230545
2456,0.023852034
2526,0.030092806
2596,0.027228674
2666,0.01347189
2736,0.008425144
2806,0.010837696
2876,0.02762766
2946,0.03346813
3016,0.02749577
3086,0.021467581
3156,0.018272782
3226,0.021136915
3296,0.00933136
3366,0.005012902
3436,0
3506,0
3576,0
3646,6.65E-05
3716,6.65E-05
3786,6.65E-05
3856,0.000130873
3926,0.000130873
3996,0.000130873
4066,0
4136,0.000186652
4206,0.000186652
4276,0.000186652
4346,0
4416,0
4486,0
4556,6.65E-05
4626,6.65E-05
4696,6.65E-05
4766,0
4836,0
7,0.006043409
77,0.008284052
147,0.019293718
217,0.01777417
287,0.016667143
357,0.007400726
427,0.012031946
497,0.01042031
567,0.008627326
637,0.01660778
707,0.021294734
777,0.020409629
847,0.012421445
917,0.011465468
987,0.03083835
1057,0.058046255
1127,0.07167515
1197,0.0627568
1267,0.04059163
1337,0.03664166
1407,0.032392845
1477,0.02812813
1547,0.02689328
1617,0.027960228
1687,0.02722148
1757,0.014479852
1827,0.007791914
1897,0.002083333
1967,0.001596675
2037,0.000283682
2107,0.00438253
2177,0.014885768
2247,0.028075278
2317,0.025482105
2387,0.017919114
2457,0.0246844
2527,0.026163267
2597,0.032065164
2667,0.015704025
2737,0.017488586
2807,0.016548093
2877,0.027240062
2947,0.029355207
3017,0.022634657
3087,0.022162026
3157,0.018131452
3227,0.022992564
3297,0.009798118
3367,0.006944445
3437,0.000694444
3507,0
3577,0
3647,6.65E-05
3717,6.65E-05
3787,6.65E-05
3857,0.000130873
3927,0.000130873
3997,0.000130873
4067,0
4137,0.000186652
4207,0.000186652
4277,0.000186652
4347,0
4417,0
4487,0
4557,6.65E-05
4627,6.65E-05
4697,6.65E-05
4767,0
4837,0
8,0.00583664
78,0.006037235
148,0.017101662
218,0.015733907
288,0.017040232
358,0.006867648
428,0.019790912
498,0.037825983
568,0.04210518
638,0.048626747
708,0.040943254
778,0.04274847
848,0.036380872
918,0.03118212
988,0.03624877
1058,0.052650925
1128,0.06077924
1198,0.055139586
1268,0.03242844
1338,0.025060005
1408,0.020455396
1478,0.014019762
1548,0.011471923
1618,0.015427597
1688,0.024861028
1758,0.019835414
1828,0.015316169
1898,0.004428413
1968,0.003060442
2038,0.000227687
2108,0.003146797
2178,0.012382577
2248,0.026444482
2318,0.025814623
2388,0.016710948
2458,0.024275392
2528,0.022062035
2598,0.03365015
2668,0.018351948
2738,0.021394523
2808,0.015330157
2878,0.016972201
2948,0.019956963
3018,0.017774561
3088,0.025006259
3158,0.021680802
3228,0.025716595
3298,0.011133264
3368,0.008355485
3438,0.000694444
3508,0
3578,0
3648,0
3718,0
3788,0
3858,0.000130873
3928,0.000130873
3998,0.000130873
4068,0
4138,2.22E-05
4208,2.22E-05
4278,2.22E-05
4348,0
4418,0
4488,0
4558,6.65E-05
4628,6.65E-05
4698,6.65E-05
4768,0
4838,0
9,0.002212627
79,0.001772522
149,0.011338321
219,0.013442788
289,0.01950878
359,0.012151607
429,0.04572308
499,0.08758431
569,0.096354544
639,0.08695006
709,0.05910167
779,0.057258293
849,0.043539774
919,0.034765102
989,0.0328873
1059,0.04482198
1129,0.05003786
1199,0.051796477
1269,0.034541614
1339,0.021030659
1409,0.011111111
1479,0.003472222
1549,0.003767596
1619,0.009829774
1689,0.022778712
1759,0.021995664
1829,0.02031861
1899,0.008780714
1969,0.005992262
2039,0.001607134
2109,0.006013396
2179,0.011525882
2249,0.025358064
2319,0.021885207
2389,0.016372936
2459,0.031229904
2529,0.031155445
2599,0.047041092
2669,0.025450436
2739,0.02627677
2809,0.013202522
2879,0.00679848
2949,0.007349558
3019,0.009421415
3089,0.024157772
3159,0.023288153
3229,0.024502883
3299,0.009918316
